des,type,p,q,soi,a,e,i,q
508792, resonant,7,4, I,43.53,0.13,4.663,37.8711
508823, resonant,3,2, S,39.337,0.296,19.246,27.693248
508869, classical, m,0, S,42.435,0.033,1.162,41.034645
511551, classical, m,0, S,43.359,0.129,3.662,37.765689
511552, classical, m,0, S,43.711,0.066,4.491,40.826074
511553, classical, m,0, S,43.523,0.127,10.693,37.995579
511554, classical, m,0, S,46.341,0.199,7.954,37.119141
511555, resonant,9,5, SH,44.48,0.098,18.295,40.12096
514312, scattering,0,0, S,31.016,0.467,10.256,16.531528
516977, resonant,11,9, IH,45.933,0.193,5.45,37.067931
517717, scattering,0,0, S,45.446,0.816,85.588,8.362064
518151, centaur,0,0, S,24.496,0.614,93.546,9.455456
523588, classical, m,0, S,44.535,0.097,3.417,40.215105
523591, classical, m,0, S,42.646,0.057,5.024,40.215178
523597, centaur,0,0, S,25.419,0.373,7.266,15.937713
523601, classical, m,0, S,47.247,0.209,20.743,37.372377
523615, classical, m,0, S,43.758,0.038,2.329,42.095196
523617, resonant,2,1, S,47.563,0.196,19.534,38.240652
523618, resonant,3,2, S,39.395,0.229,12.925,30.373545
523620, centaur,0,0, S,15.921,0.34,21.355,10.50786
523622, scattering,0,0, I,502.481,0.929,18.595,35.676151
523624, resonant,7,3, S,52.73,0.342,38.86,34.69634
523627, resonant,18,11, IH,41.752,0.096,26.356,37.743808
523629, classical, m,0, S,40.992,0.12,19.504,36.07296
523634, classical, m,0, S,40.533,0.045,18.022,38.709015
523635, classical, o,0, S,55.192,0.186,40.597,44.926288
523639, detached,0,0, IH,65.744,0.447,13.535,36.356432
523640, classical, m,0, S,46.867,0.122,17.049,41.149226
523642, classical, m,0, S,45.331,0.217,34.479,35.494173
523643, scattering,0,0, S,39,0.46,22.453,21.06
523644, resonant,3,2, S,39.449,0.286,22.305,28.166586
523645, classical, m,0, S,43.2,0.113,28.845,38.3184
523646, resonant,4,3, S,36.449,0.045,5.524,34.808795
523647, classical, m,0, I,44.127,0.158,25.098,37.154934
523649, jc,0,0, S,7.626,0.294,39.244,5.383956
523652, scattering,0,0, S,63.223,0.559,13.489,27.881343
523653, classical, m,0, I,40.812,0.141,23.063,35.057508
523655, resonant,3,2, S,39.62,0.193,9.534,31.97334
523658, classical, m,0, S,41.1,0.034,19.029,39.7026
523659, classical, m,0, S,43.027,0.088,10.88,39.240624
523671, resonant,2,1, I,48.069,0.216,14.034,37.686096
523672, scattering,0,0, S,35.06,0.443,21.845,19.52842
523673, centaur,0,0, S,24.235,0.307,6.369,16.794855
523674, classical, m,0, S,41.483,0.066,23.389,38.745122
523675, resonant,15,7, S,49.941,0.227,2.278,38.604393
523676, jc,0,0, S,9.941,0.376,19.153,6.203184
523677, resonant,5,3, S,42.281,0.164,12.38,35.346916
523678, classical, m,0, S,45.682,0.009,3.584,45.270862
523680, resonant,15,4, S,72.638,0.438,33.614,40.822556
523681, classical, m,0, S,45.767,0.144,15.428,39.176552
523682, centaur,0,0, S,16.323,0.307,14.138,11.311839
523683, detached,0,0, S,52.289,0.271,28.481,38.118681
523684, resonant,17,9, S,45.95,0.158,8.697,38.6899
523686, centaur,0,0, S,20.138,0.091,21.343,18.305442
523687, classical, m,0, S,42.651,0.049,23.723,40.561101
523688, resonant,5,3, S,42.273,0.16,10.866,35.50932
523689, classical, m,0, S,46.915,0.218,9.369,36.68753
523690, classical, m,0, S,47.11,0.068,6.777,43.90652
523691, resonant,2,1, S,47.584,0.102,4.188,42.730432
523692, classical, o,0, S,52.114,0.228,10.271,40.232008
523693, classical, m,0, S,43.53,0.143,27.915,37.30521
523695, scattering,0,0, I,33.433,0.098,15.179,30.156566
523696, classical, m,0, S,41.248,0.083,21.918,37.824416
523697, resonant,3,2, S,39.365,0.293,16.188,27.831055
523698, scattering,0,0, S,88.884,0.61,4.752,34.66476
523699, detached,0,0, S,59.494,0.375,27.013,37.18375
523700, resonant,3,2, S,39.464,0.388,54.249,24.151968
523701, resonant,3,2, S,39.29,0.241,14.457,29.82111
523702, classical, m,0, S,46.228,0.178,15.48,37.999416
523703, resonant,3,2, S,39.581,0.227,14.747,30.596113
523704, resonant,3,2, S,39.429,0.242,8.986,29.887182
523705, scattering,0,0, I,52.373,0.352,9.405,33.937704
523706, scattering,0,0, S,60.841,0.417,9.717,35.470303
523708, centaur,0,0, S,19.253,0.342,13.351,12.668474
523709, centaur,0,0, S,25.289,0.249,39.086,18.992039
523710, scattering,0,0, S,33.804,0.445,13.805,18.76122
523711, classical, m,0, S,43.399,0.218,47.431,33.938018
523712, classical, o,0, S,48.036,0.167,15.087,40.013988
523713, resonant,5,2, S,55.509,0.355,28.869,35.803305
523714, centaur,0,0, S,14.737,0.283,9.109,10.566429
523715, resonant,3,2, S,39.599,0.139,6.188,34.094739
523716, classical, m,0, S,40.712,0.082,19.32,37.373616
523717, resonant,3,2, S,39.373,0.2,9.666,31.4984
523718, scattering,0,0, S,122.016,0.724,18.655,33.676416
523719, scattering,0,0, I,259.757,0.935,84.8,16.884205
523720, scattering,0,0, S,36.139,0.55,8.703,16.26255
523721, classical, m,0, S,43.95,0.055,1.466,41.53275
523722, scattering,0,0, I,68.847,0.502,10.697,34.285806
523723, classical, m,0, S,40.385,0.054,17.432,38.20421
523724, classical, m,0, S,43.506,0.083,4.277,39.895002
523725, resonant,11,6, S,45.068,0.125,7.688,39.4345
523726, scattering,0,0, S,121.407,0.69,15.516,37.63617
523727, centaur,0,0, S,23.106,0.519,20.451,11.113986
523729, centaur,0,0, S,25.558,0.532,14.705,11.961144
523730, classical, m,0, S,45.808,0.164,9.698,38.295488
523731, resonant,5,3, S,42.348,0.163,4.137,35.445276
523733, scattering,0,0, S,69.956,0.794,7.618,14.410936
523734, scattering,0,0, S,31.614,0.405,26.485,18.81033
523735, classical, i,0, S,38.468,0.039,25.989,36.967748
523736, classical, m,0, S,43.127,0.183,27.413,35.234759
523738, classical, m,0, S,43.211,0.152,17.283,36.642928
523739, scattering,0,0, S,38.038,0.753,85.961,9.395386
523740, centaur,0,0, S,21.708,0.325,12.218,14.6529
523741, resonant,8,5, I,41.027,0.206,19.124,32.575438
523742, resonant,7,4, S,43.68,0.254,14.914,32.58528
523743, resonant,5,3, S,42.267,0.107,9.291,37.744431
523744, classical, m,0, S,44.116,0.065,1.274,41.24846
523745, classical, m,0, S,43.024,0.009,1.695,42.636784
523746, scattering,0,0, S,30.22,0.474,15.202,15.89572
523748, classical, m,0, S,40.813,0.085,18.372,37.343895
523749, resonant,13,6, S,50.392,0.222,10.663,39.204976
523750, classical, m,0, S,46.745,0.116,11.038,41.32258
523751, resonant,3,2, S,39.548,0.226,15.263,30.610152
523752, classical, m,0, S,40.72,0.045,28.595,38.8876
523753, scattering,0,0, S,54.251,0.713,21.184,15.570037
523754, centaur,0,0, S,18.555,0.289,11.569,13.192605
523755, scattering,0,0, S,77.564,0.698,24.226,23.424328
523756, classical, m,0, S,43.786,0.049,1.333,41.640486
523757, classical, m,0, S,44.144,0.179,18.159,36.242224
523758, classical, m,0, S,42.974,0.141,20.925,36.914666
523759, classical, o,0, S,51.027,0.209,14.501,40.362357
523760, resonant,3,2, S,39.34,0.142,9.814,33.75372
523761, classical, m,0, S,41.545,0.073,19.598,38.512215
523762, classical, m,0, S,42.7,0.145,11.987,36.5085
523763, classical, m,0, S,40.261,0.093,15.88,36.516727
523764, resonant,3,2, S,39.488,0.252,19.537,29.537024
523765, detached,0,0, I,58.262,0.344,19.033,38.219872
523766, resonant,3,2, S,39.421,0.224,26.065,30.590696
523767, scattering,0,0, S,76.906,0.575,18.621,32.68505
523768, resonant,3,2, S,39.504,0.158,22.866,33.262368
523769, resonant,5,2, S,55.261,0.375,8.907,34.538125
523770, scattering,0,0, S,58.307,0.722,26.885,16.209346
523771, scattering,0,0, S,102.757,0.729,11.519,27.847147
523772, classical, m,0, S,42.92,0.142,24.84,36.82536
523773, classical, m,0, S,42.468,0.167,27.554,35.375844
523774, detached,0,0, S,60.852,0.424,36.375,35.050752
523776, classical, m,0, S,41.592,0.095,28.611,37.64076
523777, resonant,13,3, S,79.838,0.553,18.196,35.687586
523778, resonant,39,5, I,118.114,0.67,29.629,38.97762
523780, classical, m,0, S,41.916,0.141,17.472,36.005844
523782, centaur,0,0, S,23.28,0.301,17.182,16.27272
523783, centaur,0,0, S,14.564,0.302,1.818,10.165672
523784, centaur,0,0, S,21.506,0.314,6.424,14.753116
523785, centaur,0,0, S,13.977,0.504,16.802,6.932592
523787, scattering,0,0, S,56.326,0.609,29.456,22.023466
523789, classical, m,0, S,41.863,0.093,27.966,37.969741
523791, centaur,0,0, S,11.499,0.289,33.288,8.175789
523793, classical, m,0, S,40.541,0.087,30.349,37.013933
523794, resonant,9,2, S,81.861,0.586,7.552,33.890454
523797, scattering,0,0, S,71.759,0.853,144.019,10.548573
523798, scattering,0,0, S,73.253,0.857,72.006,10.475179
523800, scattering,0,0, S,53.172,0.794,161.686,10.953432
523899, classical, m,0, S,42.179,0.046,8.027,40.238766
523955, resonant,4,3, S,36.452,0.129,9.578,31.749692
523965, detached,0,0, S,64.212,0.42,6.664,37.24296
523983, classical, m,0, S,45.13,0.178,13.69,37.09686
524049, detached,0,0, S,56.982,0.393,19.684,34.588074
524179, resonant,2,1, S,47.66,0.229,3.24,36.74586
524216, resonant,3,2, S,39.432,0.149,6.512,33.556632
524217, classical, m,0, S,44.055,0.063,2.122,41.279535
524365, resonant,5,2, S,55.357,0.439,7.109,31.055277
524366, classical, m,0, S,42.954,0.033,1.233,41.536518
524435, classical, m,0, S,46.197,0.146,7.036,39.452238
524457, resonant,4,3, S,36.349,0.121,3.536,31.950771
524460, resonant,3,2, S,39.282,0.175,2.783,32.40765
524531, classical, m,0, S,43.926,0.089,4.991,40.016586
524612, classical, m,0, S,42.658,0.119,16.012,37.581698
524613, scattering,0,0, S,51.043,0.485,6.924,26.287145
524747, detached,0,0, IH,55.729,0.318,11.062,38.007178
524834, classical, i,0, S,38.813,0.002,2.525,38.735374
525257, resonant,9,5, I,44.491,0.103,7.392,39.908427
525258, resonant,3,2, S,39.315,0.211,12.842,31.019535
525460, classical, m,0, S,44.03,0.112,4.8,39.09864
525461, classical, m,0, S,44.982,0.083,3.056,41.248494
525462, classical, m,0, S,45.639,0.068,3.415,42.535548
525595, classical, m,0, S,42.923,0.027,2.095,41.764079
525596, classical, m,0, S,46.858,0.115,3.745,41.46933
525729, classical, m,0, S,41.374,0.095,20.198,37.44347
525815, resonant,5,2, S,55.503,0.282,17.851,39.851154
525816, resonant,7,4, S,43.723,0.187,13.339,35.546799
527328, centaur,0,0, S,21.111,0.193,3.067,17.036577
527443, centaur,0,0, S,12.868,0.339,41.736,8.505748
527603, scattering,0,0, S,192.024,0.817,11.984,35.140392
527604, resonant,1,1, S,30.028,0.063,28.117,28.136236
528219, scattering,0,0,IH,41.524,0.491,103.448,21.135716
528381, resonant,6,1, S,99.476,0.573,20.782,42.476252
529780, resonant,5,3, I,42.075,0.178,30.813,34.58565
529823, detached,0,0, S,52.488,0.281,30.772,37.738872
529938, resonant,3,2, S,39.454,0.167,5.62,32.865182
529939, centaur,0,0, S,20.712,0.287,1.816,14.767656
529940, resonant,22,9, I,54.559,0.319,13.019,37.154679
530055, resonant,7,4, S,43.799,0.138,8.892,37.754738
530231, classical, m,0, S,44.153,0.102,4.538,39.649394
530664, resonant,1,1, S,30.16,0.012,9.639,29.79808
530838, resonant,3,2, S,39.269,0.272,4.652,28.587832
530839, resonant,5,3, S,42.32,0.233,13.424,32.45944
530930, resonant,1,1, S,30.03,0.028,22.298,29.18916
530941, classical, m,0, S,45.594,0.192,11.188,36.839952
530955, detached,0,0, S,73.549,0.464,25.938,39.422264
531015, resonant,19,5, I,73.435,0.493,10.144,37.231545
531016, scattering,0,0, SH,76.81,0.53,26.383,36.1007
531017, resonant,5,2, S,55.279,0.375,14.382,34.549375
531040, classical, m,0, S,43.307,0.034,17.022,41.834562
531074, resonant,2,1, S,47.933,0.267,13.112,35.134889
531075, scattering,0,0, SH,70.32,0.5,18.699,35.16
531076, classical, m,0, S,42.854,0.035,3.235,41.35411
531077, resonant,3,2, S,39.446,0.189,9.695,31.990706
531141, classical, m,0, S,46.489,0.164,16.472,38.864804
531142, resonant,45,7, IH,103.971,0.629,25.998,38.573241
531224, detached,0,0, S,57.637,0.337,4.814,38.213331
531682, classical, m,0, S,42.69,0.114,8.95,37.82334
531683, resonant,5,3, S,42.247,0.167,2.457,35.191751
531684, classical, m,0, S,43.745,0.05,4.182,41.55775
531917, resonant,7,4, S,43.623,0.209,6.604,34.505793
531942, centaur,0,0, S,17.034,0.375,18.542,10.64625
532026, classical, m,0, S,47.419,0.136,8.409,40.970016
532027, scattering,0,0, S,31.822,0.197,8.168,25.553066
532037, resonant,41,15, I,58.786,0.395,33.121,35.56553
532038, classical, m,0, S,45.824,0.063,15.645,42.937088
532039, resonant,7,4, S,43.668,0.241,2.993,33.144012
532092, resonant,3,2, S,39.525,0.122,20.794,34.70295
532093, classical, m,0, S,47.363,0.177,18.134,38.979749
532094, centaur,0,0, S,24.417,0.196,14.909,19.631268
532095, resonant,19,12, I,40.858,0.063,21.4,38.283946
532184, scattering,0,0, S,79.436,0.624,21.174,29.867936
532660, centaur,0,0, S,8.923,0.23,7.047,6.87071
533028, resonant,7,4, S,43.695,0.247,4.318,32.902335
533085, scattering,0,0, S,45.844,0.341,15.696,30.211196
533205, classical, m,0, S,43.82,0.018,1.928,43.03124
533206, classical, m,0, S,43.226,0.015,6.481,42.57761
533207, classical, i,0, S,37.911,0.018,6.943,37.228602
533208, resonant,25,6, S,77.918,0.544,26.019,35.530608
533209, resonant,3,2, S,39.296,0.293,10.293,27.782272
533210, resonant,25,4, S,102.183,0.648,25.434,35.968416
533211, resonant,4,3, S,36.528,0.135,13.59,31.59672
533396, centaur,0,0, S,25.24,0.311,22.764,17.39036
533397, classical, m,0, S,43.889,0.036,5.934,42.308996
533398, resonant,8,5, IH,41.049,0.245,15.754,30.991995
533506, classical, m,0, S,43.151,0.07,8.533,40.13043
533507, classical, i,0, S,37.844,0.019,24.442,37.124964
533508, resonant,16,5, S,65.319,0.428,35.692,37.362468
533559, centaur,0,0, S,21.255,0.289,32.757,15.112305
533560, detached,0,0, S,62.325,0.263,20.487,45.933525
533561, classical, m,0, S,41.383,0.105,17.746,37.037785
533562, resonant,3,2, S,39.401,0.218,7.982,30.811582
533563, detached,0,0, I,138.744,0.725,40.798,38.1546
533676, classical, m,0, S,43.267,0.064,3.827,40.497912
533704, classical, m,0, S,46.007,0.196,12.883,36.989628
533868, classical, i,0, S,38.703,0.05,4.4,36.76785
534073, detached,0,0, I,48.733,0.261,26.281,36.013687
534074, resonant,5,3, S,42.254,0.081,6.549,38.831426
534161, resonant,3,2, S,39.285,0.193,9.672,31.702995
534251, centaur,0,0, S,8.987,0.154,10.73,7.603002
534314, resonant,5,3, S,42.259,0.164,8.921,35.328524
534315, resonant,3,2, S,39.472,0.29,9.395,28.02512
534405, classical, m,0, S,42.939,0.017,0.943,42.209037
534625, classical, m,0, S,44.449,0.05,1.947,42.22655
534626, resonant,2,1, S,47.932,0.265,3.883,35.23002
534627, resonant,11,3, S,71.667,0.526,3.944,33.970158
534631, resonant,3,2, I,39.633,0.335,15.97,26.355945
535017, scattering,0,0, S,99.568,0.711,21.225,28.775152
535018, classical, m,0, S,44.041,0.056,3,41.574704
535019, resonant,4,3, S,36.428,0.091,13.889,33.113052
535020, classical, m,0, S,42.571,0.082,21.398,39.080178
535021, classical, m,0, S,41.456,0.13,15.121,36.06672
535022, resonant,5,3, I,42.294,0.053,7.105,40.052418
535023, classical, m,0, S,43.986,0.092,3.754,39.939288
535024, resonant,3,2, S,39.335,0.344,26.411,25.80376
535025, resonant,2,1, S,47.505,0.253,12.26,35.486235
535026, classical, m,0, S,46.669,0.175,25.383,38.501925
535027, classical, m,0, S,44.033,0.173,11.487,36.415291
535028, classical, m,0, S,45.418,0.04,2.155,43.60128
535029, resonant,3,2, S,39.214,0.214,17.485,30.822204
535030, resonant,24,7, I,68.381,0.491,24.339,34.805929
535031, scattering,0,0, SH,63.485,0.438,4.67,35.67857
535032, resonant,3,2, S,39.484,0.178,8.215,32.455848
535167, resonant,3,2, S,39.406,0.191,7.334,31.879454
535168, resonant,3,2, S,39.433,0.175,4.761,32.532225
535169, resonant,13,3, I,80.211,0.599,19.679,32.164611
535228, detached,0,0, S,59.457,0.379,26.855,36.922797
535229, resonant,3,2, S,39.401,0.197,19.064,31.639003
535230, resonant,13,5, SH,56.788,0.321,40.698,38.559052
535231, resonant,3,2, S,39.472,0.198,7.281,31.656544
535466, classical, m,0, S,42.827,0.217,16.924,33.533541
535985, centaur,0,0, S,20.344,0.167,28.318,16.946552
535986, classical, m,0, S,46.386,0.222,22.527,36.088308
535987, classical, m,0, S,46.525,0.233,7.675,35.684675
535988, resonant,7,4, S,43.713,0.274,11.388,31.735638
535989, classical, m,0, S,44.828,0.035,1.791,43.25902
535990, classical, m,0, S,44.923,0.153,9.247,38.049781
535991, resonant,5,2, S,55.204,0.344,10.368,36.213824
535992, scattering,0,0, S,39.22,0.322,19.189,26.59116
535993, classical, i,0, S,38.935,0.029,34.373,37.805885
535994, detached,0,0, I,53.701,0.324,27.839,36.301876
536287, classical, m,0, S,41.603,0.139,19.021,35.820183
536919, classical, m,0, S,45.878,0.127,5.361,40.051494
536920, classical, m,0, S,42.586,0.032,17.131,41.223248
536921, classical, m,0, S,40.169,0.131,20.138,34.906861
536922, resonant,7,4, S,43.681,0.217,10.035,34.202223
538495, centaur,0,0, S,14.782,0.458,20.813,8.011844
538690, classical, m,0, S,46.56,0.161,4.207,39.06384
538691, classical, m,0, S,43.374,0.069,6.298,40.381194
542258, resonant,8,3, S,57.907,0.37,3.337,36.48141
542889, scattering,0,0, S,51.945,0.586,14.506,21.50523
543354, scattering,0,0, SH,56.141,0.387,9.41,34.414433
543375, classical, m,0, S,41.866,0.048,11.149,39.856432
543376, detached,0,0, S,104.323,0.625,25.434,39.121125
543377, scattering,0,0, S,90.248,0.872,11.343,11.551744
543435, resonant,3,2, S,39.248,0.257,20.168,29.161264
543454, classical, m,0, S,43.127,0.156,27.876,36.399188
543733, classical, m,0, S,46.216,0.186,16.681,37.619824
543734, resonant,5,3, S,42.082,0.269,4.583,30.761942
543735, resonant,11,1, IH,149.753,0.752,14.123,37.138744
544430, resonant,5,2, S,55.542,0.405,2.95,33.04749
544977, classical, m,0, S,40.754,0.075,19.682,37.69745
545293, scattering,0,0, S,47.911,0.575,18.273,20.362175
545361, classical, m,0, S,42.687,0.113,8.638,37.863369
546974, resonant,13,3, S,79.893,0.559,10.541,35.232813
547375, centaur,0,0, S,25.815,0.052,18.023,24.47262
547616, resonant,3,2, S,39.452,0.262,17.593,29.115576
547617, classical, m,0, S,43.423,0.074,15.579,40.209698
547893, classical, m,0, S,40.801,0.095,28.183,36.924905
548141, centaur,0,0, S,27.425,0.09,19.559,24.95675
548504, classical, m,0, S,43.351,0.004,2.824,43.177596
550310, centaur,0,0, S,23.181,0.337,12.513,15.369003
550564, resonant,7,4, S,43.61,0.286,23.618,31.13754
552033, detached,0,0, I,57.942,0.388,18.805,35.460504
552474, scattering,0,0, S,43.418,0.536,28.636,20.145952
552555, detached,0,0, S,98.055,0.592,21.251,40.00644
552678, scattering,0,0, S,31.735,0.459,26.967,17.168635
552679, resonant,3,2, S,39.399,0.24,12.241,29.94324
553137, detached,0,0, S,55.872,0.333,46.769,37.266624
553138, classical, m,0, S,45.819,0.18,9.301,37.57158
553893, classical, m,0, S,45.874,0.144,7.857,39.268144
553898, resonant,20,11, I,44.807,0.149,7.253,38.130757
554000, detached,0,0, S,51.042,0.251,19.965,38.230458
554099, scattering,0,0, S,40.997,0.247,18.849,30.870741
554102, resonant,2,1, S,47.687,0.237,11.644,36.385181
554780, classical, m,0, S,46.467,0.162,2.586,38.939346
554856, resonant,2,1, S,47.856,0.114,8.632,42.400416
554982, classical, m,0, S,42.677,0.036,3.213,41.140628
555426, classical, m,0, S,40.44,0.108,30.18,36.07248
555591, classical, m,0, S,45.343,0.229,28.106,34.959453
555632, resonant,17,10, I,42.817,0.14,27.01,36.82262
555678, classical, m,0, S,43.867,0.175,7.931,36.190275
555756, resonant,4,3, S,36.481,0.158,4.53,30.717002
555757, classical, m,0, S,44.854,0.09,10.752,40.81714
555758, resonant,3,2, S,39.419,0.258,24.163,29.248898
555820, classical, m,0, S,41.363,0.097,18.981,37.350789
555915, resonant,11,7, S,40.682,0.138,14.519,35.067884
555916, resonant,3,2, S,39.382,0.286,26.114,28.118748
556004, resonant,5,2, SH,55.69,0.341,10.385,36.69971
556067, resonant,3,2, S,39.378,0.198,19.989,31.581156
556068, resonant,3,2, S,39.347,0.092,15.385,35.727076
556130, resonant,3,2, S,39.321,0.259,16.816,29.136861
